ID2005,WTR USED NET FOR EMAIL 2005, WTR USED NET FOR SCHOOL 2005, WTR USED NET TO SHOP 2005,WTR USED NET FOR GAMES 2005,HOW OFN WRY ABT MONEY 2005,HOW OFN WRY ABT FUTURE JOB 2005,HOW OFN FEEL DISCOURAGED 2005,LIKELIHOOD OF DIVORCE 2005,AVG HRS/WK WORKED 2005,HOW OFN MSCLBLD 2005,NMBR OF HRS OF SLP IN 24HR 2005,FREQ OF SNCK INSTD OF MEAL 2005,HOW OFN HAVE DRINKS 2005,ID2007,WTR USED NET FOR EMAIL 2007,WTR USED NET FOR SCHOOL 2007,WTR USED NET TO SHOP 2007,WTR USED NET FOR GAMES 2007,HOW OFN WRY ABT MONEY 2007,HOW OFN WRY ABT FUTURE JOB 2007,HOW OFN FEEL DISCOURAGED 2007,LIKELIHOOD OF DIVORCE 2007,AVG HRS/WK WORKED 2007,HOW OFN MSCLBLD 2007,NMBR OF HRS OF SLP IN 24HR 2007,FREQ OF SNCK INSTD OF MEAL 2007,HOW OFN HAVE DRINKS 2007,FRQ ATD RELIG PAST YR 2007,ID2009,WTR USED NET FOR EMAIL 2009,WTR USED NET FOR SCHOOL 2009,WTR USED NET TO SHOP 2009,WTR USED NET FOR GAMES 2009,HOW OFN WRY ABT MONEY 2009,HOW OFN WRY ABT FUTURE JOB 2009,HOW OFN FEEL DISCOURAGED 2009,LIKELIHOOD OF DIVORCE 2009,AVG HRS/WK WORKED 2009,HOW OFN MSCLBLD 2009,NMBR OF HRS OF SLP IN 24HR 2009,FREQ OF SNCK INSTD OF MEAL 2009,HOW OFN HAVE DRINKS 2009,ID2011,WTR USED NET FOR EMAIL 2011,WTR USED NET FOR SCHOOL 2011,WTR USED NET TO SHOP 2011,WTR USED NET FOR GAMES 2011,HOW OFN WRY ABT MONEY 2011,HOW OFN WRY ABT FUTURE JOB 2011,HOW OFN FEEL DISCOURAGED 2011,LIKELIHOOD OF DIVORCE 2011,AVG HRS/WK WORKED 2011,HOW OFN MSCLBLD 2011,NMBR OF HRS OF SLP IN 24HR 2011,FREQ OF SNCK INSTD OF MEAL 2011,HOW OFN HAVE DRINKS 2011,ID2013,WTR USED NET FOR EMAIL 2013,WTR USED NET FOR SCHOOL 2013,WTR USED NET TO SHOP 2013,WTR USED NET FOR GAMES 2013,HOW OFN WRY ABT MONEY 2013,HOW OFN WRY ABT FUTURE JOB 2013,HOW OFN FEEL DISCOURAGED 2013,LIKELIHOOD OF DIVORCE 2013,AVG HRS/WK WORKED 2013,HOW OFN MSCLBLD 2013,NMBR OF HRS OF SLP IN 24HR 2013,FREQ OF SNCK INSTD OF MEAL 2013,HOW OFN HAVE DRINKS 2013,ID2015,WTR USED NET FOR EMAIL 2015,WTR USED NET FOR SCHOOL 2015,WTR USED NET TO SHOP 2015,WTR USED NET FOR GAMES 2015,HOW OFN WRY ABT MONEY 2015,HOW OFN WRY ABT FUTURE JOB 2015,HOW OFN FEEL DISCOURAGED 2015,LIKELIHOOD OF DIVORCE 2015,AVG HRS/WK WORKED 2015,HOW OFN MSCLBLD 2015,NMBR OF HRS OF SLP IN 24HR 2015,FREQ OF SNCK INSTD OF MEAL 2015,HOW OFN HAVE DRINKS 2015
3308,,,,,,,,,,,,,,872,,,,,,,,,,,,,,,5187,,,,,,,,,,,,,,4273,3,5,3,2,5,5,5,2,0,1,8,5,0,8953,,,,,,,,,,,,,,0,,,,,,,,,,,,,
7812,,,,,,,,,,,,,,7226,,,,,,,,,,,,,,,7052,,,,,,,,,,,,,,5600,5,5,7,7,6,3,3,2,0,1,6,5,1,3032,,,,,,,,,,,,,,1178,5,6,1,3,3,2,2,1,0,4,6,3,2
7812,,,,,,,,,,,,,,7226,,,,,,,,,,,,,,,7052,,,,,,,,,,,,,,5600,,,,,,,,,,,,,,6785,,,,,,,,,,,,,,3997,6,5,2,4,7,7,7,1,0,6,8,5,0
896,,,,,,,,,,,,,,5205,,,,,,,,,,,,,,,8368,,,,,,,,,,,,,,6927,6,5,1,3,1,2,1,1,0,6,8,6,0,8417,,,,,,,,,,,,,,6791,,,,,,,,,,,,,
2185,2,4,7,7,6,4,4,2,40,2,7,6,1,6722,5,6,2,2,5,2,2,1,998,5,5,6,0,4,4005,3,3,7,7,5,5,5,2,0,3,7,1,2,1729,1,2,7,3,5,2,2,2,0,0,8,5,2,4796,5,1,7,7,5,4,4,1,0,0,8,6,0,3618,,,,,,,,,,,,,
2185,,,,,,,,,,,,,,5012,2,2,7,7,2,5,4,0,40,2,8,6,0,0,4005,,,,,,,,,,,,,,401,5,1,1,2,5,5,5,4,14,2,6,5,3,3147,6,4,1,3,6,6,6,3,0,1,6,6,5,820,6,2,4,7,4,6,5,3,0,1,8,5,5
3861,,,,,,,,,,,,,,1676,,,,,,,,,,,,,,,6010,6,5,2,2,4,4,3,1,0,4,8,5,1,6768,6,5,4,1,3,5,3,1,0,5,7,5,1,1438,5,4,2,1,6,6,4,1,21,5,9,3,1,4203,6,2,2,1,5,4,3,1,0,1,6,4,1
3861,,,,,,,,,,,,,,1676,,,,,,,,,,,,,,,6010,,,,,,,,,,,,,,6768,,,,,,,,,,,,,,1438,6,5,4,1,1,2,1,1,0,6,7,5,3,4203,4,3,2,1,2,1,1,1,0,5,7,5,3
7926,,,,,,,,,,,,,,794,5,1,2,1,1,1,1,3,0,1,6,2,0,1,1934,6,1,4,2,5,7,5,1,0,2,5,5,0,5045,2,7,2,7,5,6,6,1,0,0,8,6,0,3544,6,1,4,1,5,7,1,1,0,0,5,6,2,7481,,,,,,,,,,,,,
7472,,,,,,,,,,,,,,8126,3,1,1,3,5,5,5,2,47,1,8,4,0,1,7291,1,1,1,1,3,1,3,1,40,3,8,4,0,8830,1,1,1,1,1,5,4,1,0,0,8,6,0,3435,,,,,,,,,,,,,,8706,,,,,,,,,,,,,
7472,,,,,,,,,,,,,,8126,6,5,1,1,1,5,1,8,60,6,6,6,1,3,7886,1,7,1,2,3,5,1,1,0,0,6,6,1,7620,5,5,1,4,4,1,1,1,0,0,4,5,0,6037,4,7,1,1,3,4,1,9,0,0,6,4,1,8366,,,,,,,,,,,,,
4500,,,,,,,,,,,,,,1601,,,,,,,,,,,,,,,2306,5,1,7,7,2,6,5,1,30,2,7,5,0,2978,5,7,7,7,7,6,7,1,0,2,5,6,0,3575,4,1,3,2,7,5,4,1,0,0,8,5,0,4049,1,1,1,1,7,7,1,1,0,0,6,5,0
6909,,,,,,,,,,,,,,5327,,,,,,,,,,,,,,,2175,6,3,2,1,4,1,1,1,15,3,6,5,0,876,4,4,2,1,2,2,2,1,0,2,6,6,2,5339,3,1,1,2,3,2,1,1,0,2,6,5,0,8050,3,3,2,1,3,2,2,1,30,5,6,5,3
6909,6,5,5,5,3,5,3,1,0,6,6,5,0,5327,5,4,4,4,1,5,1,1,45,6,6,5,0,0,2175,4,1,1,2,5,6,5,1,0,5,6,5,1,8689,5,5,1,1,4,7,4,1,0,0,6,6,0,8557,,,,,,,,,,,,,,0,,,,,,,,,,,,,
4519,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,2155,,,,,,,,,,,,,,984,,,,,,,,,,,,,,2406,1,1,1,1,6,6,6,1,0,6,8,5,0,5496,2,7,1,7,5,5,5,3,0,6,8,2,0
7783,,,,,,,,,,,,,,6652,2,2,7,7,5,1,1,1,0,0,6,4,0,4,1228,3,1,1,1,6,4,5,2,0,0,6,5,3,2615,6,6,2,2,4,3,2,0,0,0,7,4,3,5526,5,4,4,3,1,1,1,3,0,0,6,4,2,3951,,,,,,,,,,,,,
7783,,,,,,,,,,,,,,1831,,,,,,,,,,,,,,,2063,5,4,2,1,6,5,5,2,0,0,4,6,0,3078,6,1,1,3,4,4,4,2,0,0,15,6,0,2539,5,2,2,2,3,3,2,3,0,0,8,4,5,4073,6,1,2,2,5,5,6,1,40,0,6,5,3
5136,,,,,,,,,,,,,,1268,,,,,,,,,,,,,,,2773,,,,,,,,,,,,,,7383,6,5,2,4,1,1,1,1,0,2,6,4,0,5027,3,3,1,1,3,4,4,1,0,3,8,6,1,8119,5,7,7,3,4,3,1,1,40,0,6,4,2
5136,,,,,,,,,,,,,,1268,,,,,,,,,,,,,,,2773,,,,,,,,,,,,,,7383,,,,,,,,,,,,,,5027,,,,,,,,,,,,,,1339,6,6,5,2,2,1,2,1,0,2,9,6,0
6949,,,,,,,,,,,,,,1039,,,,,,,,,,,,,,,7293,,,,,,,,,,,,,,3030,,,,,,,,,,,,,,5596,6,5,4,3,7,4,5,1,0,4,7,6,0,1031,6,6,3,1,7,3,2,1,37,2,7,6,0
7804,,,,,,,,,,,,,,2231,2,1,1,1,6,4,4,3,0,0,8,4,0,2,4074,,,,,,,,,,,,,,1258,0,0,0,0,4,7,5,0,0,4,7,4,2,1825,,,,,,,,,,,,,,2944,,,,,,,,,,,,,
4094,1,7,1,1,3,5,3,3,0,6,8,5,1,1395,1,1,1,1,2,7,2,3,40,6,6,6,2,0,2225,4,4,1,1,4,4,5,3,0,6,6,5,1,819,6,6,1,1,4,5,5,2,0,6,6,5,1,1587,,,,,,,,,,,,,,2793,,,,,,,,,,,,,
4232,,,,,,,,,,,,,,892,4,2,3,2,3,1,1,1,40,6,8,6,3,1,2493,5,5,3,3,2,1,2,1,35,5,8,5,2,829,5,3,4,1,1,1,1,1,60,6,9,5,1,5204,4,2,4,2,4,1,1,1,0,0,8,5,4,3459,,,,,,,,,,,,,
4380,,,,,,,,,,,,,,970,,,,,,,,,,,,,,,1355,2,2,1,1,7,7,5,1,48,4,8,5,0,1880,6,5,4,3,6,6,4,1,0,0,7,5,0,1400,5,4,1,3,7,5,5,1,0,0,7,6,0,3762,5,2,2,4,5,6,6,1,0,0,7,5,0
4094,,,,,,,,,,,,,,1395,,,,,,,,,,,,,,,2225,4,2,7,1,2,3,1,3,0,1,7,5,3,819,6,5,1,3,5,3,5,2,0,2,7,5,4,1587,1,1,1,1,6,3,4,2,0,3,7,4,3,2793,2,1,1,1,6,5,2,1,0,5,8,4,3
4380,,,,,,,,,,,,,,1193,,,,,,,,,,,,,,,1921,6,5,7,5,2,1,1,1,0,1,9,5,0,757,3,4,1,1,4,1,1,1,0,1,9,5,0,1714,3,5,5,2,5,1,1,1,0,2,8,5,0,3893,6,1,1,1,3,1,1,1,0,0,6,5,0
4232,,,,,,,,,,,,,,892,,,,,,,,,,,,,,,2134,5,7,7,5,7,4,1,1,0,9,7,6,5,829,0,0,0,0,1,5,7,1,0,6,8,6,3,1260,6,4,4,5,1,1,1,1,0,6,6,5,3,3401,6,2,5,4,2,2,2,1,60,2,6,4,5
4380,,,,,,,,,,,,,,1193,,,,,,,,,,,,,,,1921,,,,,,,,,,,,,,757,,,,,,,,,,,,,,1714,2,2,1,1,2,1,1,1,0,5,8,6,0,3401,4,4,3,1,1,1,1,1,0,6,6,4,0
6250,,,,,,,,,,,,,,8234,,,,,,,,,,,,,,,7725,,,,,,,,,,,,,,360,,,,,,,,,,,,,,8230,6,4,2,3,3,6,6,1,0,1,6,2,1,7080,6,6,2,2,3,4,4,1,68,1,5,6,0
58,,,,,,,,,,,,,,4425,3,7,3,6,3,6,7,0,36,6,6,6,6,6,6625,,,,,,,,,,,,,,8504,,,,,,,,,,,,,,0,,,,,,,,,,,,,,5078,,,,,,,,,,,,,
4836,5,6,6,2,4,3,2,3,0,0,6,5,2,5747,3,7,2,2,3,3,3,0,0,0,10,5,2,2,7311,6,7,2,3,6,5,5,3,0,0,6,4,0,3784,6,1,5,4,2,2,2,0,0,0,5,2,0,4581,,,,,,,,,,,,,,683,,,,,,,,,,,,,
1675,2,1,1,1,5,6,5,1,0,5,6,5,1,3838,1,1,1,5,5,1,5,0,40,6,6,5,0,0,498,6,2,1,4,4,4,4,2,0,0,5,5,0,3489,,,,,,,,,,,,,,2924,,,,,,,,,,,,,,7951,,,,,,,,,,,,,
7486,,,,,,,,,,,,,,6979,2,4,4,1,7,5,6,1,0,0,9,2,3,4,1461,5,4,4,2,3,2,2,3,0,0,10,2,6,3403,2,3,2,3,1,1,1,1,0,0,10,1,6,4087,,,,,,,,,,,,,,7147,,,,,,,,,,,,,
7486,,,,,,,,,,,,,,6338,4,4,1,4,3,2,4,1,0,0,8,5,0,3,1065,5,4,2,3,3,2,2,1,0,0,9,5,0,3258,5,4,3,3,2,2,2,1,0,0,9,5,0,2360,5,3,3,3,3,2,2,1,0,0,8,4,0,4149,6,4,2,2,2,2,2,1,27,0,6,5,0
3670,,,,,,,,,,,,,,566,,,,,,,,,,,,,,,2589,4,5,1,2,4,2,1,1,0,3,8,4,0,8851,4,3,2,2,5,1,1,3,0,0,8,5,1,6683,4,1,5,2,3,2,1,2,0,0,8,4,2,8134,,,,,,,,,,,,,
6860,,,,,,,,,,,,,,5685,,,,,,,,,,,,,,,7562,,,,,,,,,,,,,,7779,,,,,,,,,,,,,,8469,5,4,1,4,4,3,4,0,0,1,7,5,0,6673,4,1,2,1,2,3,2,2,20,0,8,5,2
3670,,,,,,,,,,,,,,566,,,,,,,,,,,,,,,2589,,,,,,,,,,,,,,8473,,,,,,,,,,,,,,7415,6,4,2,2,3,1,2,2,0,2,5,4,0,6928,5,4,3,2,4,4,4,1,0,0,4,6,0
1423,,,,,,,,,,,,,,1530,,,,,,,,,,,,,,,5505,,,,,,,,,,,,,,8509,6,5,1,4,4,2,2,2,0,4,7,6,0,6630,6,6,1,3,3,3,2,3,0,2,7,6,0,543,6,2,2,4,2,5,4,2,25,3,8,5,2
7325,1,4,7,7,6,7,6,1,25,6,5,6,1,7861,3,4,1,1,2,2,3,3,35,6,6,5,0,5,8146,4,4,1,1,3,6,4,2,40,6,7,5,4,8315,6,2,2,1,3,2,2,2,0,0,8,4,3,714,6,1,1,1,7,7,6,2,0,0,8,5,3,4527,,,,,,,,,,,,,
7325,,,,,,,,,,,,,,7861,,,,,,,,,,,,,,,8146,5,5,2,1,5,3,3,1,0,6,7,6,4,8024,6,3,2,1,1,1,1,1,0,2,6,2,4,2601,6,5,2,1,3,5,5,1,45,5,5,2,4,2634,6,1,3,1,1,2,2,1,40,0,7,2,4
0,,,,,,,,,,,,,,5602,3,7,7,7,1,1,1,1,0,0,8,6,0,0,3117,6,6,1,6,4,1,1,5,0,0,8,5,0,4076,5,1,1,1,3,1,1,1,0,0,8,6,0,3753,,,,,,,,,,,,,,0,,,,,,,,,,,,,
0,,,,,,,,,,,,,,7306,6,4,1,1,3,1,1,3,30,1,8,2,1,4,8095,6,5,5,1,1,3,1,3,0,0,6,6,1,8358,6,6,1,1,1,3,1,1,0,0,6,5,1,5541,6,3,1,1,1,2,1,1,0,0,7,5,2,4036,6,4,2,1,1,1,1,1,40,0,6,2,3
4817,,,,,,,,,,,,,,6795,,,,,,,,,,,,,,,5307,,,,,,,,,,,,,,1777,,,,,,,,,,,,,,431,5,5,5,7,6,6,6,2,0,3,4,4,0,8284,5,4,1,1,7,7,7,1,998,3,6,5,3
6609,1,2,2,3,3,7,4,2,0,1,7,6,1,7875,4,4,1,2,4,7,3,1,52,3,6,6,2,1,3676,6,6,1,1,4,5,3,1,0,6,8,6,0,4643,,,,,,,,,,,,,,0,,,,,,,,,,,,,,7974,,,,,,,,,,,,,
2496,,,,,,,,,,,,,,7115,,,,,,,,,,,,,,,7660,,,,,,,,,,,,,,2455,5,1,1,4,6,5,6,4,0,0,4,4,0,7164,6,5,3,2,6,6,7,3,0,0,6,5,0,1104,5,2,2,3,2,2,1,2,79,0,4,5,0
2496,,,,,,,,,,,,,,7115,,,,,,,,,,,,,,,7660,,,,,,,,,,,,,,1891,6,5,1,1,7,6,6,1,0,6,8,6,0,7164,,,,,,,,,,,,,,3594,5,1,3,6,3,7,6,1,2,0,7,4,0
6677,5,3,1,7,5,5,4,2,0,4,7,6,4,7931,,,,,,,,,,,,,,,4438,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,
5313,,,,,,,,,,,,,,7074,,,,,,,,,,,,,,,7144,,,,,,,,,,,,,,6882,,,,,,,,,,,,,,1874,,,,,,,,,,,,,,8963,6,6,7,6,7,3,3,1,0,1,9,6,0
4239,,,,,,,,,,,,,,856,6,6,7,6,1,7,7,1,40,1,8,3,4,2,10,5,2,7,7,7,7,7,2,40,1,8,2,4,3071,6,6,1,1,1,4,4,1,0,1,4,5,3,657,,,,,,,,,,,,,,4639,6,1,1,1,2,2,6,1,40,6,4,6,5
4239,,,,,,,,,,,,,,856,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,3071,5,4,1,3,3,7,4,3,0,5,7,5,2,657,6,6,4,4,2,7,5,1,42,6,4,6,2,4639,6,4,3,2,5,7,7,1,0,6,6,6,2
7464,,,,,,,,,,,,,,7439,,,,,,,,,,,,,,,5325,6,4,2,2,3,3,1,2,0,1,8,5,2,6272,6,4,2,7,1,1,1,2,0,0,7,4,1,5563,6,6,1,1,4,3,2,2,0,0,7,4,1,842,,,,,,,,,,,,,
7464,,,,,,,,,,,,,,7439,,,,,,,,,,,,,,,7918,3,6,3,7,7,3,3,1,0,0,8,6,0,8354,,,,,,,,,,,,,,8189,,,,,,,,,,,,,,7207,6,7,7,7,7,7,3,3,0,0,7,6,0
6514,,,,,,,,,,,,,,778,,,,,,,,,,,,,,,4015,,,,,,,,,,,,,,6682,2,7,1,5,1,2,2,1,0,1,6,4,2,4477,,,,,,,,,,,,,,3908,4,3,6,1,3,5,3,3,0,4,8,4,4
6514,,,,,,,,,,,,,,778,,,,,,,,,,,,,,,4015,,,,,,,,,,,,,,6682,,,,,,,,,,,,,,4477,6,2,2,6,4,3,5,1,0,1,9,4,0,3908,5,1,4,6,7,5,6,2,0,3,10,2,4
3912,6,4,2,7,7,7,6,2,0,5,5,6,2,8332,5,7,7,6,7,7,6,2,40,3,4,6,5,2,8325,6,7,2,1,4,3,1,2,0,0,4,4,0,5926,6,1,4,2,4,5,2,2,0,0,5,4,2,5761,,,,,,,,,,,,,,8575,,,,,,,,,,,,,
7844,1,5,1,1,3,6,6,3,0,5,9,4,2,7465,1,4,1,1,2,6,3,3,0,0,7,5,1,4,3622,1,3,1,1,4,4,4,2,0,0,7,5,1,6273,5,1,1,5,5,6,6,2,0,0,7,3,1,4019,,,,,,,,,,,,,,5106,,,,,,,,,,,,,
4879,6,5,1,1,2,4,4,1,0,6,10,5,4,5592,3,2,1,1,7,5,3,1,0,0,6,5,2,2,1439,5,1,2,1,6,6,5,1,0,0,10,4,1,2805,6,1,1,1,7,7,5,2,0,0,7,5,3,5296,6,4,2,1,6,6,4,2,0,0,6,4,2,6257,,,,,,,,,,,,,
7844,,,,,,,,,,,,,,6813,5,1,2,1,3,5,5,2,20,6,9,6,5,4,3930,,,,,,,,,,,,,,0,,,,,,,,,,,,,,8880,1,3,7,7,3,4,5,2,0,0,7,4,5,8436,,,,,,,,,,,,,
4920,,,,,,,,,,,,,,3912,,,,,,,,,,,,,,,1488,1,1,1,2,2,1,1,3,0,1,7,2,0,4162,4,1,2,3,3,2,1,2,0,2,7,4,0,3906,4,3,7,3,4,3,3,3,0,1,5,4,0,8981,4,2,2,4,2,4,3,1,65,0,6,3,0
1709,,,,,,,,,,,,,,5945,6,2,1,1,1,3,2,1,25,1,6,4,0,4,3565,6,2,1,2,3,3,2,1,0,1,5,5,4,5785,6,4,2,1,5,4,2,1,40,1,7,5,3,6887,6,1,3,1,5,3,2,1,0,0,7,5,4,1759,,,,,,,,,,,,,
1324,,,,,,,,,,,,,,4313,2,3,7,7,2,2,2,2,0,2,9,5,0,2,4980,1,1,1,3,4,5,2,2,0,2,7,2,1,5581,2,1,2,4,4,3,3,2,0,1,7,3,0,5953,,,,,,,,,,,,,,1610,,,,,,,,,,,,,
2515,,,,,,,,,,,,,,4405,,,,,,,,,,,,,,,6641,,,,,,,,,,,,,,4910,5,5,5,3,2,2,2,2,0,2,12,4,0,6075,4,4,4,4,1,1,1,3,0,6,10,5,0,4319,5,5,5,4,1,1,1,1,0,1,10,4,0
1268,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,3259,6,2,4,5,1,7,7,2,0,1,8,1,0,2868,3,3,2,3,1,3,5,4,0,2,8,4,0,5911,5,6,6,6,1,1,1,3,0,1,18,6,0,5686,6,2,6,6,1,1,2,2,0,2,8,5,0
3901,4,1,2,5,7,7,7,1,0,5,6,2,0,5434,5,7,7,5,7,7,7,0,0,0,12,4,4,0,6280,6,7,7,4,7,7,7,0,0,0,12,5,2,5267,1,7,7,5,7,7,7,0,0,0,8,5,0,3862,,,,,,,,,,,,,,1254,,,,,,,,,,,,,
4520,,,,,,,,,,,,,,5195,,,,,,,,,,,,,,,3687,,,,,,,,,,,,,,3507,3,4,1,1,5,2,3,2,0,3,8,5,0,2722,,,,,,,,,,,,,,6330,,,,,,,,,,,,,
4424,,,,,,,,,,,,,,5566,,,,,,,,,,,,,,,8186,,,,,,,,,,,,,,5155,2,4,1,4,1,1,1,1,0,1,8,5,0,3321,5,2,2,4,3,2,1,2,45,1,7,5,1,2540,4,6,2,5,1,3,2,2,55,5,7,6,1
3830,,,,,,,,,,,,,,5339,,,,,,,,,,,,,,,3517,,,,,,,,,,,,,,6873,,,,,,,,,,,,,,4073,,,,,,,,,,,,,,8058,5,1,5,3,1,7,4,1,0,2,8,4,0
4520,,,,,,,,,,,,,,5195,,,,,,,,,,,,,,,3687,,,,,,,,,,,,,,3507,,,,,,,,,,,,,,2722,5,1,3,6,5,4,4,2,0,2,8,2,0,4897,2,1,1,4,2,2,2,1,0,6,14,4,0
3812,,,,,,,,,,,,,,5994,,,,,,,,,,,,,,,4143,,,,,,,,,,,,,,3426,,,,,,,,,,,,,,4627,,,,,,,,,,,,,,6183,5,7,7,1,7,7,7,0,0,0,9,4,0
7004,6,3,2,4,4,3,2,2,40,1,8,4,4,5388,,,,,,,,,,,,,,,4122,6,4,2,2,3,3,2,1,50,1,7,2,1,5908,5,1,1,4,2,2,2,1,0,0,7,3,0,1998,,,,,,,,,,,,,,2734,,,,,,,,,,,,,
2234,6,4,1,4,3,4,3,2,0,1,7,5,3,6398,6,4,2,4,3,4,3,3,36,2,7,6,3,2,4122,5,1,2,4,4,4,2,2,0,0,7,5,3,3264,6,1,1,2,4,4,3,2,0,0,7,5,3,1277,,,,,,,,,,,,,,4108,,,,,,,,,,,,,
2320,5,4,1,3,3,3,3,1,50,3,7,5,4,4181,6,5,1,4,4,4,3,2,40,5,6,5,5,4,2152,5,4,1,1,4,3,3,2,0,1,6,4,4,2051,6,1,2,3,2,2,2,2,0,1,5,4,5,7707,,,,,,,,,,,,,,7809,,,,,,,,,,,,,
7438,1,1,3,4,6,4,4,2,0,0,7,4,0,4471,5,2,1,1,3,3,2,2,0,0,5,6,2,5,3313,3,1,1,2,4,4,3,2,0,0,7,4,1,2368,5,1,1,4,5,2,3,1,0,0,6,4,4,738,6,1,2,4,3,3,3,1,0,0,7,4,1,3498,,,,,,,,,,,,,
2320,5,7,1,7,1,1,4,3,0,4,8,6,2,4181,6,3,1,1,5,4,4,3,25,4,9,4,2,4,2152,2,4,1,3,3,3,3,3,0,4,8,3,5,8450,5,1,1,1,3,4,4,2,0,0,8,5,3,5401,6,1,1,1,4,5,4,2,0,0,6,5,3,7380,,,,,,,,,,,,,
7004,,,,,,,,,,,,,,5388,,,,,,,,,,,,,,,4739,,,,,,,,,,,,,,2769,,,,,,,,,,,,,,2316,,,,,,,,,,,,,,5650,6,6,2,3,4,3,2,1,0,1,8,5,0
7389,,,,,,,,,,,,,,8016,,,,,,,,,,,,,,,3559,1,4,2,3,5,5,4,2,0,2,8,5,2,3607,3,4,1,1,5,4,3,2,0,1,8,5,3,0,,,,,,,,,,,,,,3516,4,1,2,3,5,4,3,2,40,0,7,5,3
3147,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,4019,5,1,1,1,7,7,7,0,0,0,2,6,6,5430,6,1,1,1,7,1,1,0,0,0,4,6,6,4227,1,1,1,1,6,7,1,0,0,0,5,6,6,5088,,,,,,,,,,,,,
2982,,,,,,,,,,,,,,1110,5,4,7,5,4,7,5,0,30,1,8,1,0,4,4014,4,1,2,4,6,5,5,1,0,3,7,4,3,3770,5,1,3,4,6,5,3,1,0,0,10,5,0,2566,4,1,1,4,5,7,5,1,0,0,8,6,0,4160,2,2,2,3,5,6,5,1,0,0,8,6,0
3420,,,,,,,,,,,,,,1052,,,,,,,,,,,,,,,4819,,,,,,,,,,,,,,1108,,,,,,,,,,,,,,2735,6,6,4,3,4,4,4,2,0,4,8,4,0,4964,,,,,,,,,,,,,
3825,1,6,3,4,6,5,4,2,0,2,7,1,0,5208,0,0,0,0,1,1,4,2,40,6,4,1,0,2,0,,,,,,,,,,,,,,8631,0,0,0,0,4,4,1,1,0,0,8,3,1,3437,2,3,3,5,4,4,1,1,0,0,2,4,0,5280,,,,,,,,,,,,,
6527,,,,,,,,,,,,,,7015,,,,,,,,,,,,,,,5199,2,4,7,7,5,3,1,3,0,2,8,4,0,8591,2,2,7,2,1,1,1,3,0,0,7,4,0,7608,,,,,,,,,,,,,,1341,,,,,,,,,,,,,
2307,,,,,,,,,,,,,,1322,,,,,,,,,,,,,,,5615,,,,,,,,,,,,,,4595,,,,,,,,,,,,,,671,4,4,1,1,3,7,1,1,0,5,8,5,0,4743,5,1,2,1,4,3,3,3,0,1,6,5,1
6527,,,,,,,,,,,,,,7015,,,,,,,,,,,,,,,5199,,,,,,,,,,,,,,8722,,,,,,,,,,,,,,762,2,4,2,1,3,5,2,3,0,4,8,6,0,6487,2,7,1,3,6,7,5,2,0,6,6,6,0
2307,,,,,,,,,,,,,,1322,,,,,,,,,,,,,,,5615,,,,,,,,,,,,,,4595,,,,,,,,,,,,,,671,,,,,,,,,,,,,,4743,5,3,2,1,1,1,1,1,0,1,12,2,0
3696,6,6,1,1,1,1,1,1,80,1,8,6,2,6082,6,6,3,1,1,1,1,2,70,1,8,5,0,5,3679,6,6,2,2,2,1,1,3,0,0,8,6,1,3297,6,6,6,6,1,1,1,3,0,0,12,2,1,5262,,,,,,,,,,,,,,1661,,,,,,,,,,,,,
3696,,,,,,,,,,,,,,6082,,,,,,,,,,,,,,,2428,,,,,,,,,,,,,,71,,,,,,,,,,,,,,470,6,6,2,7,3,1,5,1,0,4,6,2,0,4206,6,6,2,7,1,1,3,1,0,6,5,2,0
4699,,,,,,,,,,,,,,1984,,,,,,,,,,,,,,,5022,,,,,,,,,,,,,,5428,,,,,,,,,,,,,,2092,,,,,,,,,,,,,,2763,2,1,1,6,1,4,3,2,0,5,8,4,0
4699,,,,,,,,,,,,,,1984,,,,,,,,,,,,,,,5022,,,,,,,,,,,,,,5428,,,,,,,,,,,,,,2092,4,3,1,2,3,4,1,2,0,2,8,6,3,2763,5,3,3,2,7,1,6,1,0,4,8,3,0
5533,,,,,,,,,,,,,,5147,,,,,,,,,,,,,,,1610,,,,,,,,,,,,,,5506,,,,,,,,,,,,,,1876,2,5,1,5,7,7,3,3,0,6,8,6,0,2795,5,3,1,2,1,7,4,1,0,5,10,6,4
6060,,,,,,,,,,,,,,1249,7,5,7,3,3,4,6,2,0,2,8,3,0,2,1843,3,2,2,7,3,2,7,3,0,2,8,5,0,7960,2,3,7,7,4,5,7,3,0,6,7,3,4,6372,5,7,2,7,3,1,7,0,0,0,8,4,0,7086,3,7,2,7,5,6,7,0,0,0,8,5,2
5781,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,8143,,,,,,,,,,,,,,6800,5,5,3,2,2,4,1,5,0,0,7,6,0,4880,5,7,7,7,2,1,1,3,0,0,6,6,4,2739,5,1,2,5,3,2,1,1,40,0,5,6,4
